Operateur;X;Y;2G;3G;4G;postcode
20810;341155.0;6678827.0;1;1;0;44680
20810;341174.0;6604442.0;1;1;0;85440
20801;341279.0;6605099.0;1;1;1;85440
20815;341281.0;6605099.0;0;1;0;85440
20810;341321.0;6279649.0;1;1;1;40220
20810;341340.0;6277842.0;1;1;1;64100
20801;341385.0;6277905.0;1;1;1;64100
20801;341395.0;6719178.0;1;1;1;44130
20801;341452.0;6293367.0;1;1;0;40130
20810;341553.0;6275361.0;1;1;0;64990
20820;341571.0;6603977.0;1;0;0;85440
20815;341634.0;6699082.0;0;1;1;44360
20801;341647.0;6275423.0;1;1;0;64990
20820;341659.0;6293580.0;1;1;1;40130
20810;341662.0;6293578.0;1;1;1;40130
20801;341670.0;6293569.0;1;1;1;40130
20801;341670.0;6293569.0;0;1;0;40130
20815;341671.0;6293573.0;0;1;1;40130
20801;341730.0;6682382.0;1;1;1;44710
20801;341921.0;6283103.0;1;1;1;40440
20810;341947.0;6811781.0;1;1;0;35630
20801;341950.0;6295344.0;1;1;1;40150
20801;341950.0;6295344.0;0;1;0;40150
20820;341968.0;6295343.0;1;1;1;40150
20810;341968.0;6295343.0;1;1;1;40150
20820;341973.0;6282536.0;1;1;1;40440
20815;341992.0;6282556.0;0;1;1;40440
20810;342007.0;6791708.0;1;1;0;35590
20801;342014.0;6791716.0;1;1;0;35590
20820;342035.0;6271732.0;1;1;1;64990
20801;342058.0;6271741.0;1;1;0;64990
20810;342070.0;6271746.0;1;1;1;64990
20815;342191.0;6287580.0;0;1;1;40530
20801;342194.0;6287591.0;1;1;1;40530
20810;342198.0;6287585.0;1;1;1;40530
20820;342207.0;6261168.0;1;1;1;64250
20810;342208.0;6261167.0;1;1;1;64250
20820;342254.0;6640450.0;1;1;1;85190
20810;342254.0;6640450.0;1;1;1;85190
20801;342268.0;6854121.0;0;1;1;35260
20815;342285.0;6720081.0;0;1;1;44130
20801;342337.0;6720063.0;1;1;1;44130
20801;342393.0;6702556.0;1;1;1;44360
20810;342459.0;6772863.0;1;1;1;35580
20820;342474.0;6772848.0;1;1;1;35580
20801;342480.0;6772875.0;1;1;1;35580
20820;342499.0;6274178.0;1;1;1;64990
20801;342608.0;6292769.0;1;1;1;40130
20801;342619.0;6280209.0;1;1;1;40390
20810;342649.0;6684966.0;1;1;1;44830
20820;342695.0;6790121.0;1;1;1;35590
20810;342700.0;6690329.0;1;1;1;44220
20815;342701.0;6690328.0;0;1;1;44220
20820;342702.0;6690330.0;1;1;1;44220
20801;342702.0;6690330.0;1;1;1;44220
20820;342772.0;6294627.0;1;1;1;40150
20810;342772.0;6294627.0;1;1;1;40150
20820;342777.0;6686847.0;1;1;1;44640
20810;342780.0;6686866.0;1;1;1;44640
20820;342781.0;6825925.0;1;1;1;35270
20810;342781.0;6825925.0;1;1;1;35270
20801;342801.0;6686849.0;1;1;0;44640
20801;342811.0;6293506.0;0;1;1;40130
20810;342902.0;6697619.0;1;1;1;44360
20801;342903.0;6767459.0;1;1;0;35580
20820;342907.0;6697600.0;1;1;1;44360
20801;342910.0;6697611.0;1;1;0;44360
20810;342915.0;6767503.0;1;1;0;35580
20801;342943.0;6291389.0;1;1;1;40130
20801;343022.0;6724340.0;0;1;1;44130
20801;343035.0;6295586.0;0;1;0;40150
20820;343043.0;6852678.0;1;1;1;35260
20810;343043.0;6852678.0;1;1;1;35260
20801;343045.0;6852679.0;1;1;1;35260
20810;343073.0;6777376.0;1;1;1;35580
20801;343082.0;6777379.0;1;1;0;35580
20810;343133.0;6845096.0;1;1;0;35111
20801;343135.0;6845100.0;1;1;0;35111
20820;343175.0;6298220.0;1;1;1;40510
20810;343180.0;6298220.0;1;1;1;40510
20810;343181.0;6720289.0;1;1;1;44130
20820;343188.0;6720306.0;1;1;1;44130
20801;343229.0;6298218.0;1;1;1;40510
20801;343229.0;6298218.0;0;0;0;40510
20801;343229.0;6298218.0;0;1;0;40510
20815;343291.0;6298066.0;0;1;1;40510
20801;343397.0;6833217.0;1;1;1;35540
20820;343400.0;6833215.0;1;1;0;35540
20801;343402.0;6809992.0;1;1;1;35630
20801;343404.0;6762656.0;0;0;0;35470
20810;343426.0;6809985.0;1;1;0;35630
20820;343431.0;6809995.0;1;1;0;35630
20810;343487.0;6299879.0;1;1;1;40510
20810;343492.0;6292702.0;1;1;1;40130
20820;343502.0;6292708.0;1;1;1;40130
20801;343502.0;6299874.0;1;1;0;40510
20815;343508.0;6292697.0;0;1;1;40130
20820;343519.0;6299818.0;1;1;1;40510
20801;343534.0;6641392.0;1;1;0;85190
20810;343552.0;6621983.0;1;1;1;85150
20801;343556.0;6687001.0;1;1;1;44640
20820;343557.0;6621987.0;1;1;1;85150
20801;343564.0;6622431.0;1;1;1;85150
20801;343592.0;6261284.0;0;1;1;64250
20810;343612.0;6763590.0;1;1;0;35470
20810;343618.0;6288159.0;1;1;1;40530
20820;343618.0;6288167.0;1;1;1;40530
20820;343657.0;6842192.0;1;1;0;35111
20801;343726.0;6856444.0;1;1;0;35260
20801;343736.0;6804283.0;1;1;0;35850
20801;343751.0;6292798.0;1;1;0;40130
20820;343758.0;6607447.0;1;1;0;85440
20810;343761.0;6687830.0;1;1;0;44640
20810;343827.0;6294625.0;1;1;1;40150
20801;343840.0;6787744.0;1;1;1;35650
20801;343844.0;6294627.0;1;1;1;40150
20801;343844.0;6294627.0;1;0;0;40150
20820;343845.0;6294628.0;1;1;1;40150
20801;343893.0;6689371.0;1;1;1;44220
20815;343914.0;6802756.0;0;1;0;35850
20810;343914.0;6802756.0;1;1;0;35850
20801;344079.0;6682537.0;1;1;1;44710
20810;344281.0;6834572.0;1;0;0;35540
20810;344313.0;6783890.0;1;1;1;35310
20815;344318.0;6783895.0;0;1;1;35310
20801;344318.0;6783898.0;1;1;0;35310
20810;344327.0;6698056.0;0;1;0;44360
20820;344465.0;6801977.0;1;1;1;35850
20801;344482.0;6801978.0;1;1;0;35850
20820;344525.0;6837370.0;1;1;1;35120
20810;344525.0;6837370.0;1;1;1;35120
20820;344542.0;6788135.0;1;0;0;35650
20820;344593.0;6682840.0;1;1;1;44830
20815;344615.0;6682817.0;0;1;1;44830
20801;344633.0;6694004.0;1;1;1;44220
20801;344633.0;6746826.0;1;1;1;35390
20810;344657.0;6693997.0;1;1;1;44220
20815;344684.0;6694032.0;0;1;1;44220
20801;344705.0;6793313.0;0;1;1;35740
20801;344872.0;6707965.0;1;1;0;44130
20820;344873.0;6707962.0;1;1;1;44130
20810;344873.0;6707962.0;1;1;1;44130
20820;344894.0;6260686.0;1;1;1;64250
20810;344894.0;6260686.0;1;1;1;64250
20820;344899.0;6787823.0;1;0;0;35650
20801;344913.0;6260712.0;1;1;0;64250
20815;344914.0;6260717.0;0;1;1;64250
20810;344930.0;6834717.0;1;1;1;35540
20820;344940.0;6834713.0;1;1;1;35540
20801;345007.0;6703094.0;1;1;0;44360
20801;345017.0;6781314.0;0;1;1;35170
20820;345059.0;6764472.0;1;1;0;35470
20815;345066.0;6764498.0;0;1;1;35470
20801;345126.0;6308647.0;1;1;1;40480
20801;345259.0;6280803.0;1;1;0;40390
20820;345317.0;6793864.0;1;1;1;35740
20801;345319.0;6793882.0;0;1;0;35740
20820;345330.0;6308192.0;1;1;0;40480
20820;345527.0;6687150.0;1;1;1;44620
20801;345536.0;6687171.0;1;1;1;44620
20810;345537.0;6687171.0;1;1;1;44620
20820;345616.0;6668014.0;1;1;1;44310
20810;345621.0;6668013.0;1;0;0;44310
20801;345639.0;6294803.0;1;1;1;40150
20801;345639.0;6792614.0;0;0;0;35740
20820;345648.0;6792673.0;1;1;1;35740
20810;345749.0;6308694.0;0;1;0;40480
20820;345808.0;6690165.0;1;1;1;44220
20810;345813.0;6690119.0;1;1;1;44220
20801;345840.0;6792764.0;0;1;0;35740
20801;345852.0;6308784.0;1;1;1;40480
20801;345852.0;6690122.0;1;1;1;44220
20810;345931.0;6274462.0;1;1;1;64990
20801;345965.0;6779947.0;1;1;1;35170
20820;346028.0;6693489.0;1;1;1;44220
20820;346048.0;6279124.0;0;1;1;40390
20810;346052.0;6793753.0;1;1;1;35740
20815;346055.0;6793737.0;0;1;1;35740
20801;346059.0;6793770.0;1;1;1;35740
20801;346093.0;6816444.0;1;1;0;35440
20820;346124.0;6605959.0;1;1;1;85440
20815;346145.0;6686246.0;0;1;1;44620
20810;346162.0;6605953.0;1;1;1;85440
20815;346171.0;6605958.0;0;1;1;85440
20801;346180.0;6605953.0;1;1;1;85440
20810;346199.0;6279726.0;1;1;1;40390
20820;346284.0;6779952.0;1;1;1;35170
20810;346330.0;6695592.0;1;1;0;44880
20820;346332.0;6769306.0;1;1;0;35890
20810;346333.0;6769306.0;1;0;0;35890
20820;346357.0;6695625.0;1;1;1;44880
20801;346372.0;6309880.0;1;1;1;40660
20815;346426.0;6791191.0;0;1;1;35132
20801;346427.0;6791193.0;1;1;0;35132
20810;346435.0;6791193.0;1;1;1;35132
20820;346436.0;6791193.0;1;1;1;35132
20820;346522.0;6614363.0;1;1;1;85440
20810;346522.0;6614363.0;1;1;1;85440
20820;346530.0;6627033.0;1;1;1;85150
20815;346531.0;6627034.0;0;1;1;85150
20810;346535.0;6627038.0;1;1;1;85150
20815;346608.0;6615709.0;0;1;1;85440
20801;346608.0;6615709.0;1;1;0;85440
20801;346638.0;6688055.0;1;1;1;44610
20820;346648.0;6806180.0;1;1;1;35630
20801;346701.0;6684438.0;1;1;0;44830
20801;346705.0;6681809.0;0;1;0;44830
20801;346705.0;6780016.0;1;1;0;35170
20801;346751.0;6825270.0;1;1;0;35270
20801;346778.0;6295925.0;1;1;1;40150
20820;346780.0;6295927.0;1;1;1;40150
20810;346797.0;6295922.0;1;1;1;40150
20820;346826.0;6746612.0;1;1;1;35390
20815;346829.0;6746616.0;0;1;1;35390
20810;346829.0;6746617.0;1;1;0;35390
20810;346842.0;6309708.0;1;1;0;40660
20810;346842.0;6652416.0;1;1;0;85670
20820;346866.0;6281048.0;1;1;1;40390
20815;346877.0;6281048.0;0;1;1;40390
20810;346890.0;6781122.0;1;1;1;35170
20801;346917.0;6692716.0;1;1;1;44220
20801;346935.0;6695324.0;1;1;1;44880
20820;346960.0;6305931.0;1;1;0;40140
20810;347000.0;6305932.0;1;1;0;40140
20801;347023.0;6305926.0;1;1;0;40140
20801;347023.0;6305926.0;1;0;0;40140
20801;347023.0;6305926.0;0;1;0;40140
20810;347043.0;6789247.0;1;1;1;35132
20801;347072.0;6637776.0;1;1;1;85190
20810;347073.0;6637775.0;1;1;0;85190
20810;347098.0;6760883.0;1;1;0;35470
20815;347098.0;6760884.0;0;1;1;35470
20801;347159.0;6782310.0;0;1;1;35170
20820;347163.0;6727479.0;1;1;1;44170
20801;347217.0;6683215.0;1;1;0;44830
20810;347223.0;6683223.0;1;1;1;44830
20810;347223.0;6727491.0;1;1;1;44170
20815;347224.0;6727491.0;0;1;0;44170
20810;347239.0;6786135.0;1;1;1;35136
20820;347272.0;6297767.0;1;1;1;40510
20810;347272.0;6297767.0;1;1;1;40510
20801;347314.0;6783546.0;1;1;1;35170
20810;347323.0;6783576.0;1;1;1;35170
20801;347324.0;6783578.0;0;1;0;35170
20820;347339.0;6843815.0;1;1;1;35960
20801;347341.0;6297760.0;1;1;0;40510
20801;347341.0;6297760.0;0;1;0;40510
20810;347346.0;6843863.0;1;1;1;35960
20801;347363.0;6668550.0;1;1;1;44310
20815;347364.0;6668549.0;0;1;1;44310
20810;347488.0;6802620.0;1;1;0;35520
20801;347521.0;6783811.0;1;1;1;35136
20801;347539.0;6315865.0;1;1;1;40660
20801;347605.0;6685880.0;1;1;1;44340
20801;347612.0;6630797.0;1;1;1;85190
20801;347617.0;6291260.0;1;1;1;40230
20820;347714.0;6786196.0;1;1;1;35136
20801;347727.0;6828589.0;1;1;0;35270
20820;347728.0;6783287.0;1;1;1;35170
20801;347790.0;6783732.0;1;1;1;35170
20820;347820.0;6724943.0;1;1;1;44170
20810;347820.0;6724943.0;1;1;1;44170
20801;347852.0;6780916.0;1;1;0;35170
20815;347906.0;6696923.0;0;1;1;44880
20810;347912.0;6635360.0;1;1;1;85190
20801;347912.0;6830337.0;1;1;0;35270
20820;347913.0;6635363.0;1;1;1;85190
20815;347913.0;6635367.0;0;1;1;85190
20815;347924.0;6781533.0;0;1;1;35170
20820;347936.0;6781532.0;1;1;1;35170
20810;347961.0;6825073.0;1;1;1;35270
20801;347971.0;6601068.0;1;1;1;85520
20820;347972.0;6601047.0;1;0;1;85520
20810;347972.0;6601062.0;1;1;0;85520
20815;347976.0;6825093.0;0;1;1;35270
20801;348000.0;6696636.0;1;1;0;44880
20810;348004.0;6696624.0;1;1;1;44880
20820;348005.0;6828670.0;1;1;1;35270
20810;348005.0;6828670.0;1;1;1;35270
20815;348006.0;6828671.0;0;1;1;35270
20801;348017.0;6786491.0;1;1;0;35136
20820;348024.0;6947687.0;1;1;0;50340
20815;348024.0;6947687.0;0;1;1;50340
20810;348036.0;6784599.0;1;1;1;35136
20801;348039.0;6784594.0;1;1;0;35136
20810;348039.0;6786457.0;1;1;0;35136
20820;348040.0;6774726.0;1;1;0;35890
20801;348063.0;6785514.0;0;0;0;35136
20820;348102.0;6837474.0;1;1;1;35120
20810;348102.0;6837474.0;1;1;1;35120
20815;348130.0;6689755.0;0;1;1;44800
20810;348142.0;6689536.0;1;1;1;44800
20801;348148.0;6689615.0;1;1;1;44800
20810;348156.0;6788755.0;1;1;1;35000
20815;348156.0;6788756.0;0;1;1;35000
20801;348177.0;6800575.0;1;1;0;35520
20820;348184.0;6689541.0;1;1;1;44800
20801;348208.0;6789087.0;1;1;1;35000
20820;348232.0;6292884.0;1;1;1;40230
20810;348232.0;6292884.0;1;1;1;40230
20815;348232.0;6292885.0;0;1;1;40230
20820;348249.0;6694986.0;1;1;1;44880
20815;348267.0;6695026.0;0;1;1;44880
20801;348279.0;6690544.0;1;1;1;44800
20810;348352.0;6775365.0;1;1;0;35890
20801;348358.0;6775370.0;1;1;1;35890
20810;348361.0;6796935.0;1;1;1;35520
20801;348367.0;6692079.0;1;1;1;44800
20810;348368.0;6692077.0;1;1;1;44800
20815;348385.0;6691792.0;0;1;1;44800
20820;348399.0;6741211.0;1;1;1;44590
20810;348399.0;6741211.0;1;1;1;44590
20801;348399.0;6741214.0;1;1;1;44590
20815;348445.0;6805442.0;0;1;0;35630
20810;348459.0;6296630.0;1;1;1;40510
20820;348467.0;6296635.0;1;1;1;40510
20810;348480.0;6805457.0;1;1;0;35630
20801;348570.0;6687376.0;1;1;1;44800
20801;348584.0;6741239.0;0;0;0;44590
20815;348624.0;6684261.0;0;1;1;44340
20820;348631.0;6684256.0;1;1;1;44340
20801;348653.0;6779011.0;1;1;0;35170
20801;348705.0;6690966.0;1;1;1;44800
20801;348705.0;6759669.0;0;1;1;35470
20810;348706.0;6690397.0;1;1;1;44800
20815;348710.0;6690383.0;0;1;0;44800
20801;348759.0;6718013.0;0;0;1;44810
20801;348774.0;6790367.0;0;1;1;35000
20820;348807.0;6822845.0;1;1;0;35270
20801;348809.0;6822843.0;1;1;1;35270
20801;348838.0;6694392.0;1;1;1;44800
20810;348874.0;6782133.0;1;1;1;35131
20801;348876.0;6782131.0;1;1;1;35131
20810;348884.0;6810346.0;1;1;0;35440
20820;348914.0;6777757.0;1;1;1;35131
20810;348926.0;6777760.0;1;1;1;35131
20810;348948.0;6694350.0;1;1;1;44800
20815;348961.0;6315939.0;0;1;1;40660
20801;348961.0;6315953.0;1;1;1;40660
20820;348965.0;6315953.0;1;1;1;40660
20810;348965.0;6315953.0;1;1;1;40660
20810;348987.0;6789842.0;0;1;0;35000
20801;349000.0;6636973.0;1;1;0;85190
20801;349004.0;6789855.0;1;1;0;35000
20815;349030.0;6275672.0;0;1;1;64990
20820;349030.0;6275706.0;1;1;1;64990
20801;349033.0;6730528.0;1;1;1;44170
20820;349059.0;6690980.0;1;1;1;44800
20815;349119.0;6687963.0;0;1;0;44800
20810;349146.0;6788932.0;1;1;1;35000
20801;349150.0;6788939.0;1;1;1;35000
20801;349151.0;6706418.0;1;1;1;44119
20810;349156.0;6794022.0;1;1;1;35760
20801;349159.0;6679253.0;1;1;1;44860
20801;349160.0;6794026.0;1;1;0;35760
20820;349168.0;6793879.0;1;0;0;35760
20820;349170.0;6679240.0;0;1;0;44860
20810;349173.0;6679244.0;1;1;1;44860
20815;349227.0;6798019.0;0;1;1;35520
20801;349254.0;6788054.0;1;1;1;35000
20810;349256.0;6690798.0;1;1;1;44800
20801;349262.0;6600284.0;1;1;0;85520
20801;349275.0;6711803.0;1;1;1;44810
20815;349276.0;6711801.0;0;1;0;44810
20815;349303.0;6777733.0;0;1;1;35131
20810;349305.0;6690886.0;0;1;0;44800
20820;349313.0;6797917.0;1;1;1;35520
20810;349319.0;6688285.0;1;1;1;44800
20801;349325.0;6797392.0;1;1;0;35760
20801;349331.0;6688393.0;1;1;1;44800
20801;349332.0;6700381.0;1;1;1;44119
20810;349333.0;6700373.0;1;1;1;44119
20810;349397.0;6964181.0;1;1;0;50440
20815;349433.0;6941460.0;0;1;1;50340
20801;349437.0;6789027.0;0;1;1;35000
20801;349458.0;6779947.0;0;1;0;35131
20801;349479.0;6295430.0;0;1;0;40230
20820;349482.0;6789774.0;1;0;0;35000
20801;349502.0;6690666.0;0;0;0;44800
20820;349518.0;6790533.0;1;1;1;35000
20801;349521.0;6272404.0;1;1;1;64240
20820;349533.0;6272420.0;1;1;1;64240
20810;349543.0;6272418.0;1;1;0;64240
20820;349574.0;6788754.0;1;1;1;35000
20810;349574.0;6788754.0;1;1;1;35000
20810;349578.0;6759725.0;1;1;1;35470
20810;349580.0;6790613.0;1;1;1;35000
20820;349582.0;6759723.0;1;1;1;35470
20801;349583.0;6790614.0;1;1;1;35000
20815;349601.0;6708392.0;0;1;1;44810
20820;349608.0;6708400.0;1;1;1;44810
20810;349608.0;6708400.0;1;1;0;44810
20801;349619.0;6838833.0;0;1;0;35120
20801;349641.0;6692364.0;0;1;1;44800
20810;349641.0;6791071.0;1;1;1;35000
20820;349650.0;6700691.0;1;1;1;44119
20820;349670.0;6690794.0;1;1;1;44800
20820;349676.0;6643305.0;1;1;1;85670
20815;349676.0;6643305.0;0;1;1;85670
20810;349676.0;6643310.0;1;1;1;85670
20810;349681.0;6753244.0;1;1;0;35390
20820;349701.0;6622546.0;1;1;1;85150
20810;349701.0;6622546.0;1;1;0;85150
20820;349716.0;6271635.0;1;1;1;64240
20815;349716.0;6271635.0;0;1;1;64240
20810;349716.0;6271635.0;1;1;1;64240
20815;349717.0;6691199.0;0;1;1;44800
20820;349720.0;6691201.0;1;1;1;44800
20801;349726.0;6691204.0;1;1;1;44800
20810;349783.0;6786246.0;1;1;1;35136
20815;349786.0;6837439.0;0;1;1;35120
20820;349787.0;6650853.0;1;1;1;85670
20810;349787.0;6650853.0;1;1;1;85670
20801;349787.0;6837432.0;1;1;1;35120
20820;349790.0;6837449.0;1;1;1;35120
20815;349791.0;6650833.0;0;1;1;85670
20801;349804.0;6786236.0;1;1;0;35136
20815;349810.0;6790606.0;0;1;1;35000
20820;349821.0;6710347.0;1;1;1;44810
20810;349843.0;6710347.0;1;1;1;44810
20810;349894.0;6790050.0;1;1;1;35000
20801;349895.0;6790038.0;1;1;1;35000
20815;349905.0;6622172.0;0;1;0;85150
20815;349912.0;6694369.0;0;1;1;44700
20810;349915.0;6789459.0;0;1;0;35000
20815;349919.0;6786243.0;0;1;1;35136
20801;349920.0;6789473.0;1;1;1;35000
20801;349921.0;6652918.0;1;1;1;44650
20820;349938.0;6646903.0;1;1;1;85670
20810;349951.0;6293549.0;1;1;1;40150
20810;349958.0;6784827.0;1;1;1;35136
20801;349964.0;6293568.0;1;1;0;40150
20820;349965.0;6293569.0;1;1;1;40150
20801;350013.0;6788252.0;1;1;1;35000
20801;350026.0;6788608.0;1;1;1;35000
20820;350028.0;6690620.0;0;1;0;44800
20801;350051.0;6685673.0;0;1;1;44340
20820;350054.0;6685679.0;1;1;1;44340
20810;350059.0;6685668.0;1;1;1;44340
20810;350060.0;6694261.0;1;1;1;44700
20810;350086.0;6689276.0;1;0;0;44800
20801;350090.0;6303664.0;1;1;1;40140
20801;350099.0;6690335.0;1;1;1;44800
20801;350103.0;6792462.0;1;1;0;35000
20801;350120.0;6794390.0;1;1;0;35760
20820;350168.0;6792765.0;1;1;1;35000
20815;350177.0;6792782.0;0;1;1;35000
20820;350244.0;6637313.0;1;1;1;85190
20810;350247.0;6637351.0;1;1;1;85190
20801;350250.0;6637357.0;1;1;1;85190
20820;350283.0;6790567.0;1;1;1;35000
20801;350291.0;6579247.0;1;1;1;17590
20810;350292.0;6579267.0;1;1;1;17590
20820;350293.0;6579268.0;1;1;1;17590
20820;350336.0;6694440.0;1;1;1;44700
20801;350342.0;6694418.0;1;1;1;44700
20810;350351.0;6789468.0;1;1;1;35000
20815;350351.0;6789474.0;0;1;1;35000
20820;350371.0;6676158.0;1;1;1;44118
20801;350371.0;6676158.0;1;1;1;44118
20810;350371.0;6783672.0;1;1;1;35230
20801;350393.0;6783683.0;1;1;1;35230
20801;350393.0;6785971.0;1;1;1;35200
20810;350399.0;6816958.0;1;1;0;35440
20820;350410.0;6939397.0;1;1;0;50270
20810;350413.0;6785976.0;1;1;1;35200
20801;350457.0;6789783.0;1;1;1;35000
20810;350464.0;6771778.0;1;1;0;35890
20810;350465.0;6689463.0;1;1;1;44800
20801;350465.0;6689471.0;0;1;1;44800
20801;350481.0;6801255.0;1;1;1;35520
20810;350497.0;6657895.0;1;1;0;44650
20810;350534.0;6801415.0;1;1;1;35520
20820;350535.0;6801431.0;1;1;1;35520
20815;350536.0;6801432.0;0;1;1;35520
20820;350569.0;6786369.0;1;1;1;35200
20815;350593.0;6578330.0;0;1;1;17590
20801;350597.0;6645421.0;1;1;0;85670
20801;350652.0;6685321.0;1;1;1;44340
20815;350654.0;6685320.0;0;1;0;44340
20801;350661.0;6282303.0;1;1;1;40390
20810;350663.0;6282325.0;1;1;1;40390
20820;350672.0;6282275.0;1;1;1;40390
20820;350733.0;6692643.0;1;1;1;44800
20815;350755.0;6693098.0;0;1;0;44800
20810;350769.0;6790103.0;1;1;1;35000
20810;350769.0;6790104.0;1;1;1;35000
20801;350786.0;6264134.0;1;1;1;64240
20801;350790.0;6789936.0;1;1;1;35000
20810;350791.0;6692597.0;1;1;1;44800
20820;350801.0;6264139.0;1;1;1;64240
20801;350802.0;6692614.0;0;1;1;44800
20810;350803.0;6264144.0;1;1;1;64240
20801;350807.0;6665952.0;1;1;0;44310
20815;350810.0;6665953.0;0;1;0;44310
20810;350810.0;6665953.0;1;1;0;44310
20815;350811.0;6264135.0;0;1;1;64240
20810;350813.0;6793680.0;0;1;0;35760
20820;350827.0;6728026.0;1;1;1;44170
20810;350827.0;6728026.0;1;1;1;44170
20801;350837.0;6791264.0;1;1;1;35000
20815;350903.0;6788713.0;0;1;1;35000
20801;350903.0;6788715.0;1;1;1;35000
20801;350952.0;6786676.0;1;1;1;35200
20801;350960.0;6690555.0;1;1;1;44800
20815;350963.0;6690554.0;0;1;1;44800
20820;350963.0;6789442.0;1;1;1;35000
20810;350965.0;6690555.0;1;1;1;44800
20815;350966.0;6789442.0;0;1;1;35000
20820;350972.0;6690570.0;1;1;1;44800
20810;350972.0;6786674.0;0;1;0;35200
20801;350978.0;6679347.0;1;1;0;44860
20820;351015.0;6791332.0;1;0;0;35000
20810;351030.0;6788922.0;1;1;1;35000
20801;351050.0;6930025.0;1;1;0;50270
20820;351054.0;6929997.0;1;0;1;50270
20801;351078.0;6795419.0;1;1;0;35760
20810;351080.0;6795421.0;1;1;1;35760
20820;351082.0;6795427.0;1;1;1;35760
20815;351083.0;6795427.0;0;1;1;35760
20810;351107.0;6735388.0;1;1;0;44170
20801;351122.0;6790206.0;0;0;1;35000
20801;351134.0;6773241.0;1;1;1;35230
20810;351135.0;6790093.0;1;1;1;35000
20820;351136.0;6790096.0;0;1;1;35000
20815;351139.0;6790093.0;0;1;1;35000
20801;351140.0;6788146.0;1;1;1;35000
20820;351150.0;6242849.0;1;1;1;64220
20820;351154.0;6689772.0;1;1;1;44800
20815;351163.0;6242839.0;0;1;1;64220
20801;351166.0;6242838.0;1;1;1;64220
20810;351182.0;6625844.0;1;1;1;85150
20810;351188.0;6242814.0;1;1;1;64220
20801;351207.0;6693614.0;0;1;1;44700
20801;351221.0;6625852.0;1;1;0;85150
20820;351222.0;6625851.0;1;1;1;85150
20801;351234.0;6787508.0;1;1;1;35200
20820;351244.0;6788111.0;1;1;1;35000
20810;351250.0;6792481.0;1;1;1;35760
20801;351254.0;6792474.0;1;1;1;35760
20820;351256.0;6792461.0;1;1;1;35760
20801;351279.0;6725465.0;1;1;1;44390
20810;351281.0;6693646.0;0;1;1;44700
20810;351325.0;6790167.0;1;1;1;35000
20820;351337.0;6786881.0;1;1;1;35200
20801;351339.0;6702668.0;1;1;1;44119
20815;351348.0;6759204.0;0;1;0;35470
20801;351348.0;6759206.0;1;1;1;35470
20810;351368.0;6838436.0;0;1;0;35120
20801;351405.0;6689437.0;1;1;1;44800
20815;351412.0;6689445.0;0;1;1;44800
20801;351413.0;6297347.0;1;1;1;40230
20820;351415.0;6297348.0;1;1;1;40230
20801;351420.0;6817958.0;1;1;0;35440
20801;351431.0;6600160.0;1;1;0;85520
20801;351432.0;6791035.0;1;1;1;35000
20810;351435.0;6297328.0;1;1;1;40230
20820;351437.0;6945191.0;1;1;0;50340
20815;351512.0;6792027.0;0;1;1;35760
20801;351513.0;6791823.0;0;1;0;35000
20801;351520.0;6794632.0;1;1;1;35760
20810;351524.0;6788963.0;1;1;1;35000
20801;351525.0;6577418.0;1;1;1;17590
20801;351525.0;6788966.0;1;1;1;35000
20810;351530.0;6791828.0;1;1;1;35000
20810;351536.0;6788227.0;1;1;1;35000
20820;351542.0;6688435.0;1;1;1;44100
20810;351551.0;6688435.0;1;1;1;44100
20815;351555.0;6688440.0;0;1;1;44300
20801;351558.0;6688454.0;1;1;1;44300
20820;351597.0;6692876.0;1;1;1;44800
20810;351606.0;6787550.0;1;1;1;35200
20801;351612.0;6692866.0;1;1;1;44800
20815;351614.0;6787586.0;0;1;1;35200
20810;351620.0;6692873.0;1;1;1;44800
20810;351643.0;6786548.0;1;1;1;35200
20801;351645.0;6786551.0;1;1;1;35200
20810;351647.0;6683120.0;1;1;1;44340
20820;351668.0;6789446.0;1;1;1;35000
20801;351673.0;6789449.0;1;1;1;35000
20810;351675.0;6790743.0;1;1;1;35000
20810;351679.0;6789449.0;1;1;1;35000
20815;351682.0;6786528.0;0;1;1;35200
20820;351685.0;6776855.0;1;1;0;35230
20801;351691.0;6776840.0;1;1;0;35230
20820;351697.0;6695826.0;1;1;1;44700
20801;351698.0;6695827.0;1;1;1;44700
20810;351699.0;6686492.0;1;1;1;44100
20815;351726.0;6962266.0;0;1;1;50440
20801;351728.0;6962267.0;1;1;1;50440
20820;351731.0;6786128.0;1;1;1;35200
20801;351732.0;6788644.0;0;0;0;35000
20815;351734.0;6789566.0;0;1;1;35000
20820;351740.0;6789570.0;1;1;1;35000
20801;351742.0;6787884.0;1;1;1;35000
20810;351750.0;6788620.0;0;1;0;35000
20801;351751.0;6786159.0;0;0;0;35200
20820;351753.0;6788831.0;1;1;1;35000
20815;351760.0;6779862.0;0;1;1;35230
20810;351762.0;6695814.0;1;1;1;44700
20810;351763.0;6779867.0;1;1;1;35230
20815;351765.0;6788814.0;0;1;1;35000
20801;351766.0;6790292.0;1;1;1;35000
20801;351801.0;6698052.0;1;1;1;44700
20815;351818.0;6727507.0;0;1;1;44170
20820;351821.0;6788665.0;1;1;0;35000
20801;351822.0;6727521.0;1;1;1;44170
