Operateur;X;Y;2G;3G;4G;postcode
20801;642566.0;6863509.0;1;1;1;92150
20810;642569.0;6865514.0;1;1;0;92000
20810;642577.0;6854494.0;1;1;0;92360
20801;642584.0;6888575.0;1;1;1;95290
20801;642587.0;6854358.0;1;1;1;92360
20820;642592.0;6860212.0;1;1;0;92210
20801;642602.0;6858004.0;1;1;1;92310
20815;642606.0;6858003.0;0;1;1;92310
20801;642619.0;6526909.0;1;1;0;23500
20810;642619.0;6526909.0;1;1;0;23500
20815;642620.0;6526910.0;0;1;0;23500
20820;642622.0;6888603.0;1;1;0;95290
20820;642627.0;6854459.0;1;1;1;92360
20820;642627.0;6854473.0;1;1;1;92360
20820;642634.0;6863421.0;1;1;1;92150
20820;642637.0;6854511.0;1;0;0;92360
20801;642644.0;6877752.0;1;1;1;95130
20820;642647.0;6854481.0;1;1;1;92360
20820;642648.0;6854482.0;1;1;1;92360
20820;642648.0;6854482.0;1;1;1;92360
20810;642650.0;6860739.0;1;0;0;92210
20810;642651.0;6880224.0;1;1;1;95150
20810;642657.0;6846274.0;1;1;1;91120
20820;642671.0;6862985.0;1;1;1;92150
20820;642683.0;6858710.0;1;1;1;92310
20820;642694.0;6860855.0;1;1;1;92210
20820;642698.0;6868492.0;1;1;1;92000
20815;642702.0;6877413.0;0;1;1;95130
20820;642709.0;6877406.0;1;1;1;95130
20810;642711.0;6848073.0;0;1;1;91430
20801;642718.0;6866634.0;0;0;0;92000
20810;642721.0;6863616.0;1;1;1;92150
20801;642722.0;6866622.0;0;0;0;92000
20801;642724.0;6881085.0;1;1;1;95150
20801;642725.0;6843991.0;1;1;1;91140
20801;642730.0;6869548.0;1;1;1;95870
20810;642732.0;6869540.0;1;1;1;95870
20815;642732.0;6869544.0;0;1;1;95870
20820;642733.0;6843969.0;1;1;1;91140
20815;642733.0;6843969.0;0;1;1;91140
20820;642733.0;6860322.0;1;1;1;92210
20801;642733.0;6860782.0;1;1;0;92210
20820;642733.0;6869567.0;1;1;1;95870
20801;642735.0;6860453.0;0;0;0;92210
20801;642735.0;6860478.0;0;1;1;92210
20810;642737.0;6843969.0;1;1;1;91140
20820;642738.0;6935826.0;1;1;1;60480
20810;642738.0;6935826.0;1;1;1;60480
20801;642741.0;6853718.0;0;0;0;78140
20820;642742.0;6853736.0;1;1;1;78140
20810;642745.0;6860465.0;1;1;1;92210
20815;642746.0;6860888.0;0;1;1;92210
20801;642749.0;6257743.0;1;1;0;11390
20820;642751.0;6223586.0;1;0;0;11250
20801;642754.0;6864585.0;1;1;1;92150
20801;642756.0;6872960.0;1;1;1;95100
20810;642757.0;6876416.0;0;1;0;95130
20810;642761.0;6849615.0;1;1;1;91430
20820;642765.0;6171246.0;1;1;0;66500
20815;642765.0;6171246.0;0;1;0;66500
20810;642765.0;6171246.0;1;1;0;66500
20801;642766.0;6171245.0;0;1;0;66500
20820;642789.0;6866646.0;1;1;1;92000
20801;642793.0;6990560.0;1;1;1;80650
20810;642795.0;6853898.0;0;1;0;78140
20820;642797.0;6829265.0;1;1;1;91630
20810;642797.0;6858608.0;1;1;1;92310
20820;642797.0;6881277.0;1;1;1;95150
20801;642798.0;6863442.0;0;1;0;92150
20801;642802.0;6852660.0;1;1;1;78140
20815;642805.0;6865864.0;0;1;1;92000
20810;642809.0;6829274.0;1;1;1;91630
20820;642809.0;6847384.0;1;1;1;91120
20810;642810.0;6223568.0;1;1;1;11250
20801;642814.0;6223573.0;1;1;1;11250
20810;642817.0;6860571.0;0;1;0;92210
20810;642821.0;6847396.0;1;1;1;91120
20801;642823.0;6847383.0;0;1;1;91120
20815;642828.0;6847396.0;0;1;1;91120
20820;642830.0;6865422.0;1;1;1;92000
20801;642836.0;6853326.0;0;1;0;92140
20801;642837.0;7069763.0;1;1;0;62219
20820;642842.0;6862659.0;1;1;1;92150
20801;642843.0;6863276.0;1;1;1;92150
20810;642844.0;6857547.0;1;1;1;92190
20815;642847.0;6862668.0;0;1;1;92150
20801;642848.0;6862666.0;1;1;1;92150
20810;642849.0;6852713.0;1;1;1;78140
20810;642849.0;6862667.0;1;1;1;92150
20810;642850.0;6853398.0;1;1;1;92140
20815;642854.0;7069762.0;0;1;1;62219
20801;642856.0;6858310.0;1;1;1;92310
20820;642857.0;6858309.0;1;1;1;92310
20820;642866.0;6852699.0;1;1;1;78140
20820;642869.0;6845185.0;1;1;1;91120
20820;642881.0;6865908.0;1;1;1;92000
20810;642884.0;6864505.0;1;1;1;92150
20820;642888.0;6872903.0;1;1;1;95100
20815;642890.0;6872907.0;0;1;1;95100
20815;642890.0;6890931.0;0;1;0;95290
20815;642893.0;6864491.0;0;1;1;92150
20810;642894.0;6854302.0;1;1;1;92360
20810;642910.0;6861904.0;1;1;1;92210
20801;642911.0;6861913.0;1;1;1;92210
20820;642914.0;6890890.0;1;1;1;95290
20815;642915.0;6861913.0;0;1;1;92210
20801;642945.0;6866491.0;0;1;0;92000
20820;642948.0;6861291.0;1;1;1;92210
20810;642950.0;6866536.0;1;1;0;92000
20801;642961.0;6654562.0;1;1;1;18400
20820;642969.0;6654571.0;1;1;1;18400
20801;642975.0;6885861.0;1;1;1;95630
20820;642977.0;6857651.0;1;1;1;92190
20820;642979.0;6864565.0;1;1;1;92150
20810;642985.0;6654581.0;1;1;1;18400
20801;642987.0;6862409.0;0;0;0;92150
20810;642987.0;6869715.0;1;1;1;95870
20801;642987.0;6871442.0;1;1;1;95100
20801;642993.0;6866408.0;0;0;0;92000
20815;642997.0;6858810.0;0;1;1;92310
20801;643003.0;6862591.0;0;0;0;92150
20801;643010.0;7083425.0;1;1;1;62910
20801;643011.0;6869677.0;0;0;0;95870
20815;643022.0;6863535.0;0;1;1;92150
20810;643024.0;6865514.0;1;1;1;92000
20810;643027.0;6863532.0;1;1;1;92150
20801;643027.0;6865513.0;1;1;1;92000
20810;643030.0;6866490.0;1;1;1;92000
20820;643032.0;6854248.0;1;1;1;92360
20820;643034.0;6786017.0;1;1;0;45300
20810;643035.0;6854234.0;1;1;1;92360
20820;643050.0;6869617.0;1;0;1;95870
20820;643053.0;6858774.0;1;1;1;92310
20810;643053.0;6862582.0;1;1;0;92150
20815;643057.0;7095445.0;0;1;0;59630
20801;643058.0;7095446.0;1;1;1;59630
20801;643067.0;6865219.0;1;1;1;92000
20815;643069.0;6865221.0;0;1;1;92000
20820;643086.0;6866424.0;1;1;1;92000
20801;643086.0;6975446.0;1;1;0;80480
20801;643089.0;6879557.0;0;0;0;95150
20801;643089.0;6879557.0;0;0;0;95150
20801;643099.0;6866394.0;0;1;0;92000
20810;643101.0;6860022.0;0;1;0;92100
20820;643119.0;6691363.0;1;1;1;18330
20810;643119.0;6691363.0;1;1;1;18330
20815;643120.0;6691363.0;0;1;0;18330
20810;643128.0;6852624.0;0;1;0;91570
20801;643129.0;6863582.0;1;1;1;92150
20801;643130.0;6510429.0;1;1;1;23100
20820;643133.0;6848257.0;1;1;1;91430
20801;643135.0;6866434.0;1;1;0;92000
20810;643138.0;6868249.0;1;1;1;92000
20815;643140.0;6868250.0;0;1;1;92000
20801;643141.0;6868248.0;1;1;1;92000
20820;643146.0;6880476.0;1;1;1;95150
20815;643147.0;6849203.0;0;1;0;91430
20810;643147.0;6866796.0;1;1;1;92000
20801;643150.0;6858058.0;1;1;1;92190
20815;643155.0;6867282.0;0;1;1;92000
20815;643156.0;6880495.0;0;1;1;95150
20810;643158.0;6866398.0;1;1;1;92000
20801;643158.0;6867283.0;1;1;1;92000
20820;643159.0;6879537.0;1;1;1;95150
20801;643164.0;6848266.0;1;1;1;91430
20820;643185.0;6849245.0;1;1;1;91430
20810;643202.0;6853239.0;1;1;1;92140
20801;643211.0;6858706.0;1;1;1;92310
20820;643219.0;6852410.0;1;0;0;91570
20820;643219.0;6986524.0;1;1;1;80310
20810;643219.0;6986524.0;1;1;1;80310
20815;643222.0;6852356.0;0;1;0;91570
20815;643237.0;6853236.0;0;1;1;92140
20801;643239.0;6986549.0;1;1;0;80310
20820;643245.0;6863395.0;1;1;1;92150
20810;643247.0;6649438.0;1;1;1;18400
20815;643248.0;6649439.0;0;1;1;18400
20801;643250.0;6651153.0;0;1;0;18400
20815;643262.0;6867702.0;0;1;1;92000
20820;643267.0;6649443.0;1;1;1;18400
20810;643286.0;6866380.0;0;1;1;92000
20801;643297.0;6865990.0;1;1;1;92000
20820;643299.0;6853215.0;1;1;1;92140
20801;643302.0;6853216.0;1;1;1;92140
20801;643304.0;6864186.0;0;0;1;92150
20801;643306.0;6898989.0;1;1;0;60540
20810;643318.0;6864157.0;1;1;1;92150
20801;643325.0;6860340.0;0;1;0;92100
20801;643326.0;6269361.0;1;1;0;81290
20820;643330.0;6863252.0;1;1;1;92150
20820;643341.0;6865114.0;1;1;1;92800
20810;643348.0;6857120.0;1;1;1;92190
20801;643351.0;6656343.0;1;1;0;18400
20810;643353.0;6866370.0;1;1;0;92000
20801;643355.0;6866371.0;0;0;0;92000
20801;643361.0;6190696.0;1;0;0;11140
20820;643363.0;6852125.0;1;1;1;91570
20815;643367.0;6864129.0;0;1;1;92150
20810;643374.0;6880976.0;1;1;1;95150
20801;643377.0;6864126.0;1;1;1;92150
20801;643378.0;6880980.0;1;1;1;95150
20810;643398.0;6870941.0;1;1;1;95100
20820;643403.0;6846302.0;1;1;1;91120
20810;643407.0;6859429.0;1;1;1;92100
20820;643408.0;6860386.0;1;0;0;92100
20801;643408.0;6870947.0;1;1;1;95100
20810;643415.0;6846300.0;1;1;1;91120
20820;643416.0;7095396.0;1;1;1;59630
20801;643418.0;6846299.0;1;1;1;91120
20801;643418.0;6860379.0;0;0;0;92100
20820;643418.0;6866372.0;0;1;1;92000
20810;643419.0;6871365.0;1;1;1;95100
20810;643420.0;7095395.0;1;1;1;59630
20815;643423.0;6846306.0;0;1;1;91120
20820;643423.0;6859997.0;0;1;0;92100
20820;643424.0;6493042.0;1;1;1;19200
20810;643424.0;6860386.0;1;0;0;92100
20810;643424.0;6868906.0;1;1;1;92700
20820;643424.0;6868909.0;1;1;1;92700
20801;643426.0;6868907.0;1;1;1;92700
20801;643427.0;7094802.0;0;1;1;59630
20815;643440.0;6854080.0;0;1;0;92360
20820;643440.0;6863741.0;1;1;1;92150
20810;643441.0;6493071.0;1;1;1;19200
20801;643446.0;6866421.0;0;0;0;92000
20820;643448.0;6871350.0;1;1;1;95100
20815;643452.0;6854585.0;0;1;1;92360
20810;643452.0;6857986.0;1;1;1;92190
20820;643456.0;6982895.0;1;1;1;80470
20815;643456.0;6982895.0;0;1;0;80470
20815;643457.0;6857991.0;0;1;1;92190
20815;643457.0;6870968.0;0;1;1;95100
20801;643459.0;6866481.0;0;0;0;92000
20801;643462.0;6859488.0;0;0;0;92100
20801;643463.0;6982879.0;1;1;1;80470
20820;643471.0;6381137.0;1;1;1;12110
20810;643471.0;6381137.0;1;1;1;12110
20820;643490.0;6864263.0;1;1;1;92150
20801;643502.0;6866435.0;0;0;0;92000
20801;643506.0;6866032.0;0;0;0;92000
20820;643514.0;6866008.0;0;1;1;92000
20810;643517.0;6982962.0;1;1;1;80470
20820;643518.0;6867914.0;0;1;0;92700
20801;643532.0;6866383.0;0;0;0;92000
20801;643536.0;6859045.0;0;0;0;92100
20820;643538.0;6854488.0;1;1;1;92360
20801;643542.0;6859001.0;0;0;0;92100
20810;643544.0;6867593.0;1;1;1;92250
20810;643546.0;6866472.0;0;1;1;92000
20820;643547.0;6859126.0;1;0;0;92100
20810;643548.0;6859171.0;1;0;0;92100
20801;643557.0;6249230.0;1;1;0;11600
20810;643561.0;6866191.0;0;1;0;92000
20801;643569.0;6866431.0;0;0;0;92000
20810;643575.0;6866061.0;1;1;0;92000
20815;643579.0;6210149.0;0;1;0;11580
20810;643579.0;6859021.0;1;1;1;92100
20810;643580.0;6865946.0;1;1;0;92800
20810;643580.0;6865946.0;0;1;1;92800
20801;643582.0;6866062.0;0;0;0;92000
20801;643582.0;7032843.0;1;1;0;62130
20820;643585.0;7032830.0;1;1;1;62130
20810;643585.0;7032830.0;1;1;1;62130
20801;643586.0;6865952.0;0;0;0;92800
20810;643586.0;6876035.0;1;1;1;95130
20801;643586.0;6876432.0;1;1;1;95130
20801;643587.0;6866062.0;0;0;0;92800
20801;643596.0;6521139.0;1;1;0;23260
20810;643596.0;6521139.0;1;1;0;23260
20815;643596.0;6521140.0;0;1;0;23260
20810;643601.0;6861014.0;1;1;0;92100
20801;643606.0;6860999.0;0;0;0;92100
20801;643611.0;6860565.0;1;1;1;92100
20801;643620.0;6691479.0;1;1;0;18330
20810;643626.0;6859904.0;1;1;1;92100
20810;643628.0;6859020.0;0;1;0;92100
20820;643628.0;6859818.0;1;1;1;92100
20820;643629.0;6860228.0;1;1;1;92100
20801;643636.0;6866128.0;0;0;0;92800
20815;643639.0;6860225.0;0;1;1;92100
20810;643641.0;6853332.0;0;1;0;92140
20820;643644.0;6859370.0;1;1;1;92100
20810;643644.0;6878490.0;0;1;0;95130
20815;643647.0;6859374.0;0;1;1;92100
20820;643647.0;6865970.0;1;1;1;92800
20801;643650.0;6830818.0;1;1;1;91630
20801;643652.0;6854167.0;1;1;1;92360
20801;643654.0;6867377.0;0;0;0;92250
20820;643656.0;6865549.0;1;1;1;92800
20815;643659.0;6873136.0;0;1;1;95100
20815;643661.0;6871927.0;0;1;1;95100
20801;643661.0;6871940.0;1;1;1;95100
20820;643661.0;6873138.0;1;1;1;95100
20801;643661.0;6878484.0;1;1;1;95130
20810;643662.0;6234778.0;1;1;0;11000
20815;643663.0;6875923.0;0;1;1;95130
20820;643663.0;6875924.0;1;1;1;95130
20801;643665.0;6861014.0;0;0;1;92100
20801;643665.0;6862697.0;0;0;0;75016
20810;643668.0;6866082.0;0;1;0;92800
20801;643668.0;6866089.0;0;1;0;92800
20801;643674.0;6234763.0;1;1;0;11000
20820;643675.0;6953806.0;1;1;1;60120
20810;643682.0;6866017.0;0;1;0;92800
20810;643685.0;6953823.0;1;1;1;60120
20815;643699.0;6865776.0;0;1;0;92800
20820;643700.0;6865777.0;1;1;1;92800
20801;643708.0;6870332.0;1;1;1;95100
20810;643709.0;7068054.0;1;1;1;62570
20820;643713.0;7068059.0;1;1;1;62570
20820;643721.0;6866046.0;1;1;1;92800
20810;643724.0;6858994.0;1;0;1;92100
20815;643733.0;6787106.0;0;1;1;45300
20801;643734.0;6787107.0;0;1;0;45300
20801;643735.0;6858686.0;0;0;0;92100
20810;643746.0;6860483.0;1;1;1;92100
20801;643751.0;6866094.0;0;0;0;92800
20810;643760.0;6858918.0;1;1;0;92100
20820;643764.0;6890790.0;1;1;1;95290
20810;643766.0;6785781.0;1;1;0;45300
20801;643766.0;6859960.0;1;1;1;92100
20801;643767.0;6785696.0;1;1;1;45300
20810;643777.0;6858905.0;1;1;0;92100
20815;643778.0;6877753.0;0;1;1;95130
20815;643784.0;6857491.0;0;1;1;92190
20810;643786.0;6857493.0;1;1;1;92190
20820;643787.0;6840785.0;1;1;1;91620
20815;643788.0;6840785.0;0;1;1;91620
20810;643789.0;6877433.0;0;1;0;95130
20801;643790.0;6857492.0;1;1;1;92190
20820;643794.0;6857524.0;1;1;1;92190
20801;643795.0;6873020.0;1;1;0;95100
20810;643800.0;6840778.0;1;1;1;91620
20810;643804.0;6864092.0;1;1;1;92150
20820;643808.0;6858910.0;1;1;1;92100
20801;643810.0;6864031.0;0;0;0;92150
20801;643812.0;6847970.0;1;1;1;91430
20801;643828.0;6234495.0;0;0;0;11000
20820;643837.0;6858095.0;1;0;1;92190
20810;643840.0;6859287.0;1;1;1;92100
20820;643844.0;6859284.0;1;1;1;92100
20815;643846.0;6864974.0;0;1;1;92800
20810;643846.0;6865742.0;1;1;1;92800
20820;643853.0;6608335.0;1;1;0;18270
20815;643853.0;6608335.0;0;1;0;18270
20801;643853.0;6608335.0;1;1;0;18270
20810;643853.0;6608335.0;1;1;0;18270
20815;643854.0;6331902.0;0;1;1;81190
20810;643857.0;6866684.0;1;1;1;92400
20801;643858.0;6859297.0;1;1;1;92100
20810;643861.0;6978796.0;1;1;1;80470
20801;643865.0;6841149.0;1;1;1;91620
20820;643865.0;6978796.0;1;1;1;80470
20801;643868.0;6859008.0;0;0;0;92100
20810;643871.0;6873187.0;1;1;1;95100
20810;643872.0;6880647.0;0;1;0;95150
20801;643875.0;6865584.0;0;1;1;92800
20820;643877.0;6856379.0;1;1;1;92190
20815;643878.0;6865586.0;0;1;1;92800
20810;643886.0;6866600.0;0;0;1;92400
20820;643886.0;6877761.0;1;1;1;95130
20801;643893.0;6868008.0;1;0;0;92700
20815;643894.0;6866525.0;0;1;1;92400
20801;643904.0;6864520.0;1;1;1;92800
20810;643907.0;6865934.0;0;1;0;92800
20810;643907.0;6868030.0;0;1;1;92700
20801;643911.0;6866469.0;1;1;0;92400
20810;643918.0;6854191.0;1;1;1;92140
20801;643918.0;6861296.0;1;1;1;92100
20801;643920.0;6858064.0;0;0;0;92190
20810;643920.0;6868130.0;1;1;1;92700
20801;643925.0;6368125.0;1;1;1;12390
20815;643925.0;6861295.0;0;1;0;92100
20810;643927.0;6368118.0;1;1;0;12390
20801;643928.0;6859023.0;1;1;1;92100
20801;643928.0;6885288.0;1;1;0;95840
20820;643934.0;6865938.0;1;1;1;92800
20815;643936.0;6859130.0;0;1;1;92100
20801;643939.0;7094049.0;1;1;1;59630
20801;643942.0;6865894.0;0;1;0;92800
20810;643950.0;6866715.0;1;1;1;92400
20801;643958.0;6858885.0;0;0;0;92100
20810;643960.0;6861323.0;1;1;1;92100
20801;643970.0;6233594.0;1;1;1;11000
20815;643970.0;6233598.0;0;1;1;11000
20810;643971.0;6866092.0;0;1;1;92800
20810;643977.0;6866049.0;1;1;1;92800
20810;643981.0;6852922.0;0;1;0;92140
20810;643992.0;6857978.0;1;1;1;92190
20810;643993.0;6856914.0;1;1;1;92190
20801;643994.0;6856919.0;1;1;1;92190
20801;643994.0;6865767.0;0;0;0;92800
20801;643996.0;6866093.0;0;0;0;92800
20815;643997.0;6857977.0;0;1;0;92190
20820;644002.0;6860833.0;1;1;1;92100
20820;644010.0;6859201.0;1;0;0;92100
20801;644011.0;6865954.0;0;0;0;92800
20820;644012.0;6866083.0;0;1;1;92800
20820;644014.0;6865878.0;1;1;1;92800
20801;644016.0;6866312.0;0;0;0;92800
20820;644021.0;6902934.0;1;1;1;60540
20815;644021.0;6902934.0;0;1;0;60540
20810;644021.0;6902934.0;1;1;1;60540
20810;644023.0;6866176.0;1;1;1;92800
20801;644025.0;6902914.0;1;1;0;60540
20820;644028.0;6859990.0;1;0;1;92100
20810;644033.0;6852885.0;0;1;0;92350
20801;644035.0;6860281.0;1;1;1;92100
20801;644038.0;6859056.0;0;0;0;92100
20801;644038.0;6860054.0;0;0;0;92100
20815;644039.0;6860274.0;0;1;1;92100
20801;644043.0;6852956.0;1;1;0;92350
20815;644045.0;6853629.0;0;1;1;92140
20820;644045.0;6853630.0;0;1;1;92140
20810;644047.0;6853630.0;1;1;1;92140
20801;644051.0;6866518.0;1;0;0;92400
20820;644053.0;6833875.0;1;1;0;91340
20801;644056.0;6859335.0;0;0;0;92100
20801;644058.0;6853599.0;1;1;1;92140
20810;644058.0;6866191.0;1;0;0;92800
20801;644067.0;6866028.0;0;0;1;92800
20801;644068.0;6866145.0;0;1;0;92800
20801;644069.0;6866203.0;0;0;0;92800
20820;644070.0;6865860.0;1;1;1;92800
20801;644070.0;6866418.0;0;0;0;92400
20810;644078.0;6833954.0;1;1;1;91290
20801;644081.0;6868871.0;1;1;1;92700
20820;644083.0;6864264.0;1;1;1;92800
20810;644083.0;6885223.0;1;1;1;95840
20810;644086.0;6868871.0;1;1;1;92700
20801;644089.0;6858915.0;0;0;0;92100
20810;644090.0;6859415.0;1;0;0;92100
20820;644091.0;6959996.0;1;1;1;80160
20810;644091.0;6959996.0;1;1;1;80160
20801;644094.0;6859395.0;0;0;0;92100
20810;644094.0;6865887.0;1;1;0;92800
20810;644095.0;6847703.0;1;1;1;91120
20820;644103.0;6866557.0;1;1;1;92400
20810;644104.0;6865907.0;1;1;1;92800
20801;644105.0;6859884.0;0;0;0;92100
20810;644108.0;6859905.0;1;1;0;92100
20801;644108.0;6860008.0;0;0;0;92100
20820;644109.0;6476182.0;1;1;1;19160
20810;644109.0;6476182.0;1;1;1;19160
20815;644109.0;6476183.0;0;1;1;19160
20820;644109.0;6859431.0;1;0;0;92100
20810;644113.0;6870597.0;1;1;1;95100
20801;644115.0;6860510.0;0;1;0;92100
20801;644116.0;6867107.0;0;0;0;92400
20810;644116.0;6896374.0;0;1;0;60230
20820;644117.0;6896371.0;1;1;1;60230
20815;644122.0;6860996.0;0;1;1;92100
20810;644124.0;6871539.0;1;1;1;95100
20801;644132.0;6867876.0;1;1;1;92250
20820;644134.0;6860520.0;1;0;0;92100
20801;644134.0;6896374.0;1;1;0;60230
20801;644139.0;6729447.0;1;1;0;45620
20810;644148.0;6860513.0;1;0;0;92100
20801;644149.0;6860497.0;0;0;0;92100
20820;644152.0;6847112.0;1;1;1;91120
20810;644152.0;6860909.0;1;1;1;92100
20801;644155.0;6865877.0;0;0;0;92800
20801;644155.0;6875407.0;0;0;0;95110
20810;644156.0;6866455.0;1;1;1;92400
20801;644157.0;6853628.0;0;0;0;92140
20810;644160.0;6856022.0;1;1;1;92190
20810;644160.0;6867586.0;1;1;1;92250
20810;644162.0;6867132.0;1;1;0;92400
20820;644163.0;6866760.0;1;1;1;92400
20810;644163.0;6872174.0;1;1;1;95100
20820;644164.0;6859960.0;1;1;0;92100
20801;644167.0;6847593.0;1;1;1;91120
20820;644170.0;6867840.0;1;1;1;92250
20801;644172.0;6835081.0;0;1;0;91180
20820;644174.0;6864674.0;1;1;1;92800
20801;644174.0;6867541.0;1;1;1;92250
20820;644175.0;6865984.0;1;1;1;92800
20801;644184.0;6865707.0;0;0;0;92800
20810;644188.0;6864674.0;1;1;1;92800
20810;644190.0;6866001.0;1;1;1;92800
20810;644193.0;6859320.0;0;1;0;92100
20815;644193.0;6864379.0;0;1;0;92800
20801;644194.0;7082596.0;1;0;0;59143
20801;644196.0;6833157.0;1;1;1;91290
20820;644200.0;7046117.0;1;1;1;62134
20810;644202.0;7046142.0;1;1;1;62134
20801;644204.0;6865455.0;1;1;1;92800
20815;644205.0;6859594.0;0;1;1;92100
20820;644207.0;6859592.0;1;1;1;92100
20820;644211.0;6865754.0;1;1;1;92800
20810;644212.0;6860211.0;1;0;0;92100
20820;644212.0;6866385.0;1;1;1;92400
20815;644216.0;6865891.0;0;1;1;92800
20820;644217.0;6876255.0;1;1;1;95110
20810;644218.0;7082558.0;1;1;0;59143
20810;644219.0;6865897.0;1;1;1;92800
20801;644221.0;6865895.0;1;1;1;92800
20820;644225.0;6866547.0;1;1;0;92400
20801;644227.0;6859739.0;1;1;1;92100
20815;644227.0;6864663.0;0;1;1;92800
20820;644232.0;6865884.0;1;1;1;92800
20801;644232.0;6866131.0;0;0;0;92800
20801;644235.0;6867061.0;0;0;0;92400
20810;644236.0;6866131.0;0;1;0;92800
20810;644237.0;6858932.0;1;1;1;92100
20820;644237.0;6860163.0;1;1;1;92100
20820;644239.0;6230605.0;1;1;0;11570
20820;644241.0;6858923.0;1;1;1;92100
20810;644246.0;6866130.0;0;1;0;92800
20820;644246.0;6866188.0;1;1;1;92800
20801;644252.0;6917471.0;0;1;0;60370
20815;644257.0;6833076.0;0;1;1;91290
20815;644258.0;6434832.0;0;1;0;15150
20820;644260.0;6434841.0;1;1;0;15150
20801;644261.0;6434840.0;1;1;0;15150
20810;644261.0;6859720.0;1;1;1;92100
20815;644262.0;6230605.0;0;1;1;11570
20820;644262.0;6832966.0;1;1;1;91290
20801;644262.0;6857470.0;1;1;1;92190
20810;644263.0;6434824.0;1;1;0;15150
20810;644265.0;6230625.0;1;1;1;11570
20820;644268.0;6865688.0;0;1;1;92800
20801;644271.0;6860132.0;0;1;0;92100
20810;644271.0;6875794.0;1;1;1;95110
20810;644276.0;6865793.0;0;1;0;92800
20810;644277.0;6866256.0;0;1;1;92800
20801;644278.0;6866396.0;0;0;0;92400
20810;644278.0;6866405.0;1;1;0;92400
20801;644280.0;6865796.0;0;0;0;92800
20801;644293.0;6848244.0;0;0;0;91300
20801;644295.0;6865796.0;0;0;0;92800
20801;644295.0;6866748.0;0;1;0;92400
20801;644295.0;6866748.0;0;0;0;92400
20820;644298.0;6853263.0;1;0;0;92350
20820;644302.0;6865700.0;1;0;0;92800
20820;644303.0;6866268.0;0;1;1;92800
20810;644304.0;6865700.0;0;1;1;92800
20810;644305.0;6865898.0;1;1;0;92800
20801;644306.0;6865725.0;0;0;0;92800
20820;644324.0;6859992.0;0;1;0;92100
20815;644329.0;6868423.0;0;1;1;92700
20820;644330.0;6868423.0;1;1;1;92700
20810;644332.0;6866005.0;1;1;0;92400
20820;644333.0;6858750.0;1;0;0;92100
20815;644337.0;6831329.0;0;1;1;91290
20801;644338.0;6859879.0;0;0;0;92100
20815;644339.0;6867627.0;0;1;0;92250
20810;644340.0;6831326.0;1;1;1;91290
20820;644342.0;6856658.0;1;1;1;92190
20801;644343.0;6329246.0;1;1;1;81190
20801;644346.0;6860689.0;1;1;1;92100
20820;644347.0;6865105.0;1;1;1;92800
20820;644348.0;6831336.0;1;1;0;91290
20820;644348.0;7004694.0;1;1;0;80600
20801;644355.0;6832355.0;1;1;1;91290
20815;644357.0;7004700.0;0;1;1;80600
20801;644359.0;7004701.0;1;1;0;80600
20820;644362.0;6861155.0;1;1;1;92100
20801;644363.0;6864856.0;0;0;0;92800
20815;644368.0;6636663.0;0;1;0;18190
20810;644371.0;6832361.0;1;1;1;91290
20801;644377.0;6974291.0;1;1;1;80480
20810;644378.0;6865785.0;1;0;0;92800
20820;644384.0;6885381.0;1;1;1;95840
20801;644385.0;6865805.0;0;0;0;92800
20810;644388.0;6866300.0;1;1;1;92400
20801;644390.0;6866237.0;0;1;0;92400
20801;644391.0;6865925.0;0;0;0;92400
20810;644391.0;6869539.0;1;1;1;92700
20801;644404.0;6876652.0;1;1;1;95130
20810;644406.0;6867088.0;1;1;0;92400
20801;644417.0;6866095.0;0;0;0;92400
20801;644418.0;6895639.0;1;1;1;60230
20801;644420.0;6865040.0;0;1;1;92800
20801;644431.0;6857968.0;1;1;1;92130
20820;644432.0;6865774.0;1;1;0;92800
20801;644437.0;6861202.0;0;0;0;75016
20810;644449.0;6861182.0;1;1;0;75016
20801;644451.0;6866191.0;0;0;0;92400
20810;644455.0;6866094.0;1;1;0;92400
20801;644458.0;6866747.0;1;1;0;92400
20820;644460.0;6870831.0;1;1;1;95100
20810;644463.0;6865731.0;0;1;0;92800
20820;644469.0;6857934.0;1;1;1;92130
20810;644470.0;6859698.0;0;1;0;92100
20801;644471.0;6864595.0;0;0;0;92800
20820;644473.0;6234247.0;1;0;1;11000
20820;644475.0;6717687.0;1;1;1;18410
20810;644475.0;6717687.0;1;1;1;18410
20801;644476.0;6717687.0;1;1;0;18410
20801;644480.0;6837842.0;1;1;0;91460
20810;644487.0;6865531.0;1;1;1;92800
20801;644490.0;6859539.0;0;1;0;92100
20820;644490.0;6859812.0;1;1;1;92100
20820;644491.0;6858510.0;1;1;1;92100
20820;644491.0;6860644.0;1;1;1;92100
20820;644492.0;6866105.0;0;1;0;92400
20810;644493.0;6859528.0;0;1;0;92100
20815;644497.0;6860634.0;0;1;1;92100
20810;644502.0;6876828.0;1;1;1;95130
20820;644505.0;6879097.0;1;1;1;95320
20801;644516.0;6859574.0;0;0;0;92100
20810;644516.0;6879096.0;1;1;1;95320
20801;644517.0;6866124.0;0;0;0;92400
20810;644519.0;6865938.0;1;1;1;92400
20810;644520.0;6866133.0;1;1;1;92400
20815;644522.0;6974375.0;0;1;1;80480
